Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR15505667,WGS,300,5534333100,PRJNA755322,SAMN20815134,MIGS.eu,2113037911,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804947,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_110,Not applicable,AMB_110,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:28:00Z,1,AMB_110,SRP332951,Not applicable
SRR15505668,WGS,300,3942288900,PRJNA755322,SAMN20815268,MIGS.eu,1489225845,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804946,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_020,Not applicable,AMB_020,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:13:00Z,1,AMB_020,SRP332951,Not applicable
SRR15505669,WGS,300,4457369700,PRJNA755322,SAMN20815297,MIGS.eu,1732999557,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804945,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_081,Not applicable,AMB_081,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:22:00Z,1,AMB_081,SRP332951,Not applicable
SRR15505670,WGS,300,4449712500,PRJNA755322,SAMN20815243,MIGS.eu,1681300410,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804943,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_096,Not applicable,AMB_096,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:14:00Z,1,AMB_096,SRP332951,Not applicable
SRR15505671,WGS,300,3518676000,PRJNA755322,SAMN20815207,MIGS.eu,1341552213,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804942,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_026,Not applicable,AMB_026,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:13:00Z,1,AMB_026,SRP332951,Not applicable
SRR15505672,WGS,300,3229050000,PRJNA755322,SAMN20815114,MIGS.eu,1228678661,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804941,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_184,Not applicable,AMB_184,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:14:00Z,1,AMB_184,SRP332951,Not applicable
SRR15505673,WGS,300,3864699300,PRJNA755322,SAMN20815012,MIGS.eu,1453836672,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804944,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_157,Not applicable,AMB_157,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:11:00Z,1,AMB_157,SRP332951,Not applicable
SRR15505674,WGS,300,4313880900,PRJNA755322,SAMN20815225,MIGS.eu,1627487315,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804940,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_056,Not applicable,AMB_056,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:16:00Z,1,AMB_056,SRP332951,Not applicable
SRR15505675,WGS,300,4752546900,PRJNA755322,SAMN20815321,MIGS.eu,1797172208,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804939,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_212,Not applicable,AMB_212,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:18:00Z,1,AMB_212,SRP332951,Not applicable
SRR15505676,WGS,300,4382237100,PRJNA755322,SAMN20815069,MIGS.eu,1617143830,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804938,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_071,Not applicable,AMB_071,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:18:00Z,1,AMB_071,SRP332951,Not applicable
SRR15505677,WGS,300,4488045600,PRJNA755322,SAMN20815035,MIGS.eu,1685201791,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804937,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_045,Not applicable,AMB_045,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:15:00Z,1,AMB_045,SRP332951,Not applicable
SRR15505678,WGS,300,4780509900,PRJNA755322,SAMN20814916,MIGS.eu,1750706400,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804935,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_201,Not applicable,AMB_201,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:17:00Z,1,AMB_201,SRP332951,Not applicable
SRR15505679,WGS,300,4637129400,PRJNA755322,SAMN20815087,MIGS.eu,1709070300,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804934,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_176,Not applicable,AMB_176,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:17:00Z,1,AMB_176,SRP332951,Not applicable
SRR15505680,WGS,300,3658183800,PRJNA755322,SAMN20815279,MIGS.eu,1333561247,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804933,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_004,Not applicable,AMB_004,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:24:00Z,1,AMB_004,SRP332951,Not applicable
SRR15505681,WGS,300,5510972400,PRJNA755322,SAMN20814922,MIGS.eu,2055723573,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804936,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_044,Not applicable,AMB_044,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:15:00Z,1,AMB_044,SRP332951,Not applicable
SRR15505682,WGS,300,4726562700,PRJNA755322,SAMN20815179,MIGS.eu,1743286237,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804932,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_103,Not applicable,AMB_103,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:19:00Z,1,AMB_103,SRP332951,Not applicable
SRR15505683,WGS,300,4444867800,PRJNA755322,SAMN20815023,MIGS.eu,1628744608,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804931,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_207,Not applicable,AMB_207,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:16:00Z,1,AMB_207,SRP332951,Not applicable
SRR15505684,WGS,300,3847256400,PRJNA755322,SAMN20814978,MIGS.eu,1469267561,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804930,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_094,Not applicable,AMB_094,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:20:00Z,1,AMB_094,SRP332951,Not applicable
SRR15505685,WGS,300,4377806400,PRJNA755322,SAMN20815186,MIGS.eu,1625417253,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804929,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_070,Not applicable,AMB_070,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:15:00Z,1,AMB_070,SRP332951,Not applicable
SRR15505686,WGS,300,5269691400,PRJNA755322,SAMN20815253,MIGS.eu,1962401052,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804927,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_018,Not applicable,AMB_018,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:20:00Z,1,AMB_018,SRP332951,Not applicable
SRR15505687,WGS,300,4522604700,PRJNA755322,SAMN20815086,MIGS.eu,1665581546,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804926,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_144,Not applicable,AMB_144,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:18:00Z,1,AMB_144,SRP332951,Not applicable
SRR15505688,WGS,300,5124521700,PRJNA755322,SAMN20815274,MIGS.eu,1899825182,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804925,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_151,Not applicable,AMB_151,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:20:00Z,1,AMB_151,SRP332951,Not applicable
SRR15505689,WGS,300,5727994800,PRJNA755322,SAMN20815318,MIGS.eu,2154919550,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804928,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_247,Not applicable,AMB_247,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T21:04:00Z,1,AMB_247,SRP332951,Not applicable
SRR15505690,WGS,300,6660901800,PRJNA755322,SAMN20815316,MIGS.eu,2489388180,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804924,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_248,Not applicable,AMB_248,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:16:00Z,1,AMB_248,SRP332951,Not applicable
SRR15505691,WGS,300,5009331000,PRJNA755322,SAMN20815120,MIGS.eu,1842307795,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804923,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_198,Not applicable,AMB_198,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:33:00Z,1,AMB_198,SRP332951,Not applicable
SRR15505692,WGS,300,5305448100,PRJNA755322,SAMN20815076,MIGS.eu,1969149640,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804922,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_017,Not applicable,AMB_017,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:19:00Z,1,AMB_017,SRP332951,Not applicable
SRR15505693,WGS,300,4504447500,PRJNA755322,SAMN20814966,MIGS.eu,1686761895,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804921,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_060,Not applicable,AMB_060,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:24:00Z,1,AMB_060,SRP332951,Not applicable
SRR15505694,WGS,300,5063833500,PRJNA755322,SAMN20815057,MIGS.eu,1895580048,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804920,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_054,Not applicable,AMB_054,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:21:00Z,1,AMB_054,SRP332951,Not applicable
SRR15505695,WGS,300,4327527600,PRJNA755322,SAMN20815072,MIGS.eu,1608016114,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804919,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_025,Not applicable,AMB_025,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:12:00Z,1,AMB_025,SRP332951,Not applicable
SRR15505696,WGS,300,4811319600,PRJNA755322,SAMN20814930,MIGS.eu,1791121227,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804918,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_023,Not applicable,AMB_023,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:16:00Z,1,AMB_023,SRP332951,Not applicable
SRR15505697,WGS,300,4669876800,PRJNA755322,SAMN20815277,MIGS.eu,1777765173,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804917,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_099,Not applicable,AMB_099,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:18:00Z,1,AMB_099,SRP332951,Not applicable
SRR15505698,WGS,300,3252547800,PRJNA755322,SAMN20815204,MIGS.eu,1216772175,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804916,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_196,Not applicable,AMB_196,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:13:00Z,1,AMB_196,SRP332951,Not applicable
SRR15505699,WGS,300,3378748500,PRJNA755322,SAMN20815073,MIGS.eu,1266096048,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804915,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_186,Not applicable,AMB_186,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:12:00Z,1,AMB_186,SRP332951,Not applicable
SRR15505700,WGS,300,3643554300,PRJNA755322,SAMN20815122,MIGS.eu,1357465892,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804914,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_173,Not applicable,AMB_173,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:14:00Z,1,AMB_173,SRP332951,Not applicable
SRR15505701,WGS,300,4667725500,PRJNA755322,SAMN20815194,MIGS.eu,1737926955,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804913,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_268,Not applicable,AMB_268,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:16:00Z,1,AMB_268,SRP332951,Not applicable
SRR15505702,WGS,300,3113947500,PRJNA755322,SAMN20815199,MIGS.eu,1152837269,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804912,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_078,Not applicable,AMB_078,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:13:00Z,1,AMB_078,SRP332951,Not applicable
SRR15505703,WGS,300,5497797900,PRJNA755322,SAMN20815205,MIGS.eu,2052922321,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804911,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_034,Not applicable,AMB_034,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:31:00Z,1,AMB_034,SRP332951,Not applicable
SRR15505704,WGS,300,4893146700,PRJNA755322,SAMN20815174,MIGS.eu,1824236470,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804910,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_112,Not applicable,AMB_112,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:18:00Z,1,AMB_112,SRP332951,Not applicable
SRR15505705,WGS,300,4994550000,PRJNA755322,SAMN20815125,MIGS.eu,1841293180,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804909,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_105,Not applicable,AMB_105,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:18:00Z,1,AMB_105,SRP332951,Not applicable
SRR15505706,WGS,300,4340459700,PRJNA755322,SAMN20814998,MIGS.eu,1614935733,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804908,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_172,Not applicable,AMB_172,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:31:00Z,1,AMB_172,SRP332951,Not applicable
SRR15505707,WGS,300,6155741400,PRJNA755322,SAMN20815144,MIGS.eu,2275723486,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804907,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_272,Not applicable,AMB_272,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:18:00Z,1,AMB_272,SRP332951,Not applicable
SRR15505708,WGS,300,4259283900,PRJNA755322,SAMN20815314,MIGS.eu,1624420143,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804906,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_088,Not applicable,AMB_088,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:21:00Z,1,AMB_088,SRP332951,Not applicable
SRR15505709,WGS,300,5592024300,PRJNA755322,SAMN20815281,MIGS.eu,2078871205,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804904,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_236,Not applicable,AMB_236,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:19:00Z,1,AMB_236,SRP332951,Not applicable
SRR15505710,WGS,300,4999632300,PRJNA755322,SAMN20815290,MIGS.eu,1855477872,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804903,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_053,Not applicable,AMB_053,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:25:00Z,1,AMB_053,SRP332951,Not applicable
SRR15505711,WGS,300,2364214500,PRJNA755322,SAMN20814997,MIGS.eu,893531471,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804902,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_122,Not applicable,AMB_122,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:12:00Z,1,AMB_122,SRP332951,Not applicable
SRR15505712,WGS,300,5101847400,PRJNA755322,SAMN20815100,MIGS.eu,1890013457,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11804905,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_187,Not applicable,AMB_187,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:20:00Z,1,AMB_187,SRP332951,Not applicable
