Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,create_date,version,BREED,Cultivar,dev_stage,Ecotype,strain
SRR7624602,not collected,WGS,297,141859200198,PRJNA433868,SAMN09742536,Model organism or animal,63968410266,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4488475,HiSeq X Ten,19207,19207,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-31T00:00:00Z,19207,not collected,SRP132725,missing,2018-07-31T07:52:00Z,1,,,,,
SRR7693040,not collected,WGS,302,11954798652,PRJNA433868,SAMN09761229,Model organism or animal,4974692049,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4503011,HiSeq X Ten,15444,15444_1,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-08-14T00:00:00Z,15444,not collected,SRP132725,missing,2018-08-14T20:56:00Z,1,,,,,
SRR7693041,not collected,WGS,302,11999857958,PRJNA433868,SAMN09761229,Model organism or animal,5031455651,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4503011,HiSeq X Ten,15444,15444_1,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-08-14T00:00:00Z,15444,not collected,SRP132725,missing,2018-08-14T21:56:00Z,1,,,,,
SRR7656061,not collected,WGS,302,36011785546,PRJNA433868,SAMN09761229,Model organism or animal,17099787395,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4503011,HiSeq X Ten,15444,15444_1,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-08-09T00:00:00Z,15444,not collected,SRP132725,missing,2018-08-09T08:07:00Z,1,,,,,
SRR7656071,not collected,WGS,302,27506720814,PRJNA433868,SAMN09761232,Model organism or animal,13081555859,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4503016,HiSeq X Ten,17199,17199_1,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-08-08T00:00:00Z,17199,not collected,SRP132725,missing,2018-08-08T02:58:00Z,1,,,,,
SRR7656072,not collected,WGS,302,27780880944,PRJNA433868,SAMN09761232,Model organism or animal,13114316284,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4503016,HiSeq X Ten,17199,17199_1,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-08-08T00:00:00Z,17199,not collected,SRP132725,missing,2018-08-08T02:04:00Z,1,,,,,
SRR7656073,not collected,WGS,302,27514471946,PRJNA433868,SAMN09761232,Model organism or animal,12991685852,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4503016,HiSeq X Ten,17199,17199_1,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-08-08T00:00:00Z,17199,not collected,SRP132725,missing,2018-08-07T21:43:00Z,1,,,,,
SRR7656098,not collected,WGS,302,43383387502,PRJNA433868,SAMN09761233,Model organism or animal,20775701250,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4503030,HiSeq X Ten,19181,19181_1,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-08-08T00:00:00Z,19181,not collected,SRP132725,missing,2018-08-08T08:48:00Z,1,,,,,
SRR7656099,not collected,WGS,302,44165445796,PRJNA433868,SAMN09761233,Model organism or animal,21415722240,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4503030,HiSeq X Ten,19181,19181_1,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-08-08T00:00:00Z,19181,not collected,SRP132725,missing,2018-08-08T06:21:00Z,1,,,,,
SRR7656100,not collected,WGS,302,44433500996,PRJNA433868,SAMN09761233,Model organism or animal,21427840923,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4503030,HiSeq X Ten,19181,19181_1,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-08-08T00:00:00Z,19181,not collected,SRP132725,missing,2018-08-08T10:11:00Z,1,,,,,
SRR7698981,not collected,WGS,239,9487216789,PRJNA433868,SAMN09761229,Model organism or animal,3918119170,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4503011,HiSeq X Ten,15444,15444_1,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-08-15T00:00:00Z,15444,not collected,SRP132725,missing,2018-08-15T17:07:00Z,1,,,,,
SRR6956862,not collected,WGS,198,13208701823,PRJNA433868,SAMN08887696,Model organism or animal,9160274044,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3899920,Illumina HiSeq 2500,16006,16006,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,16006,not collected,SRP132725,missing,2018-04-06T22:40:00Z,1,,,,,
SRR6956863,not collected,WGS,198,12771616777,PRJNA433868,SAMN08887688,Model organism or animal,8854762641,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3899919,Illumina HiSeq 2500,16300,16300,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,16300,not collected,SRP132725,missing,2018-04-06T22:38:00Z,1,,,,,
SRR6956864,not collected,WGS,198,22924373279,PRJNA433868,SAMN08887734,Model organism or animal,15511319475,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3899918,Illumina HiSeq 2500,15523,15523,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15523,not collected,SRP132725,missing,2018-04-06T22:55:00Z,1,,,,,
SRR6956873,not collected,WGS,198,26720382120,PRJNA433868,SAMN08887744,Model organism or animal,18109755178,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3899909,Illumina HiSeq 2500,15211,15211,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15211,not collected,SRP132725,missing,2018-04-06T23:11:00Z,1,,,,,
SRR6956874,not collected,WGS,300,19559026800,PRJNA433868,SAMN08887698,Model organism or animal,8481097971,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3899908,HiSeq X Ten,16254,16254,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,16254,not collected,SRP132725,missing,2018-04-06T22:39:00Z,1,,,,,
SRR6956875,not collected,WGS,300,17531766300,PRJNA433868,SAMN08887682,Model organism or animal,7382075829,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3899907,HiSeq X Ten,15442,15442,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-06T00:00:00Z,15442,not collected,SRP132725,missing,2018-04-06T22:36:00Z,1,,,,,
SRR6956876,not collected,WGS,300,18246409800,PRJNA433868,SAMN08887680,Model organism or animal,7517490620,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX3899906,HiSeq X Ten,15112,15112,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15112,not collected,SRP132725,missing,2018-04-06T22:41:00Z,1,,,,,
SRR6956878,not collected,WGS,300,18760719600,PRJNA433868,SAMN08887679,Model organism or animal,7792233533,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX3899904,HiSeq X Ten,14989,14989,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14989,not collected,SRP132725,missing,2018-04-06T22:41:00Z,1,,,,,
SRR6956879,not collected,WGS,300,20176260900,PRJNA433868,SAMN08887695,Model organism or animal,8409255335,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX3899903,HiSeq X Ten,15414,15414,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15414,not collected,SRP132725,missing,2018-04-06T22:48:00Z,1,,,,,
SRR6956880,not collected,WGS,300,20951909100,PRJNA433868,SAMN08887692,Model organism or animal,8242277212,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3899902,HiSeq X Ten,14250,14250,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14250,not collected,SRP132725,missing,2018-04-06T22:48:00Z,1,,,,,
SRR6956881,not collected,WGS,198,25587340470,PRJNA433868,SAMN08887733,Model organism or animal,15990435466,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3899901,Illumina HiSeq 2500,14668,14668,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14668,not collected,SRP132725,missing,2018-04-06T23:09:00Z,1,,,,,
SRR6956882,not collected,WGS,300,20492617200,PRJNA433868,SAMN08887693,Model organism or animal,8741029464,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3899900,HiSeq X Ten,14330,14330,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14330,not collected,SRP132725,missing,2018-04-06T22:47:00Z,1,,,,,
SRR6956883,not collected,WGS,300,15751464900,PRJNA433868,SAMN08887661,Model organism or animal,6747003443,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3899899,HiSeq X Ten,14351,14351,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14351,not collected,SRP132725,missing,2018-04-06T22:38:00Z,1,,,,,
SRR6956898,not collected,WGS,198,12690936374,PRJNA433868,SAMN08887673,Model organism or animal,7888272810,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3899884,Illumina HiSeq 2500,15286,15286,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15286,not collected,SRP132725,missing,2018-04-06T22:39:00Z,1,,,,,
SRR6956902,not collected,WGS,300,18587977200,PRJNA433868,SAMN08887687,Model organism or animal,7969772324,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3899880,HiSeq X Ten,16065,16065,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,16065,not collected,SRP132725,missing,2018-04-06T22:42:00Z,1,,,,,
SRR6956905,not collected,WGS,198,18906878930,PRJNA433868,SAMN08887721,Model organism or animal,12235755650,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3899877,Illumina HiSeq 2500,14013,14013,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14013,not collected,SRP132725,missing,2018-04-06T22:48:00Z,1,,,,,
SRR6956906,not collected,WGS,198,18528629125,PRJNA433868,SAMN08887720,Model organism or animal,12034370777,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3899876,Illumina HiSeq 2500,14012,14012,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14012,not collected,SRP132725,missing,2018-04-06T22:54:00Z,1,,,,,
SRR6956907,not collected,WGS,198,21483888217,PRJNA433868,SAMN08887729,Model organism or animal,14324097342,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3899875,Illumina HiSeq 2500,13988,13988,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,13988,not collected,SRP132725,missing,2018-04-06T23:07:00Z,1,,,,,
SRR6956908,not collected,WGS,300,15390157500,PRJNA433868,SAMN08887659,Model organism or animal,6735111888,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3899874,HiSeq X Ten,15308,15308,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15308,not collected,SRP132725,missing,2018-04-06T22:39:00Z,1,,,,,
SRR6956909,not collected,WGS,300,15488607600,PRJNA433868,SAMN08887657,Model organism or animal,6669528228,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3899873,HiSeq X Ten,12156,12156,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,12156,not collected,SRP132725,missing,2018-04-06T22:39:00Z,1,,,,,
SRR6956910,not collected,WGS,198,25180482887,PRJNA433868,SAMN08887743,Model organism or animal,17975266295,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3899872,Illumina HiSeq 2500,15204,15204,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15204,not collected,SRP132725,missing,2018-04-07T01:05:00Z,1,,,,,
SRR6956911,not collected,WGS,198,30544317626,PRJNA433868,SAMN08887752,Model organism or animal,19743608212,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3899871,Illumina HiSeq 2500,16692,16692,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,16692,not collected,SRP132725,missing,2018-04-06T23:39:00Z,1,,,,,
SRR6956919,not collected,WGS,198,21632151357,PRJNA433868,SAMN08887731,Model organism or animal,13793060163,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3899863,Illumina HiSeq 2500,17999,17999,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,17999,not collected,SRP132725,missing,2018-04-06T23:07:00Z,1,,,,,
SRR6956923,not collected,WGS,300,19170962100,PRJNA433868,SAMN08887677,Model organism or animal,7753167514,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3899859,HiSeq X Ten,14191,14191,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14191,not collected,SRP132725,missing,2018-04-06T22:48:00Z,1,,,,,
SRR6956924,not collected,WGS,300,21102035400,PRJNA433868,SAMN08887700,Model organism or animal,8861298332,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3899858,HiSeq X Ten,12552,12552,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,12552,not collected,SRP132725,missing,2018-04-06T22:51:00Z,1,,,,,
SRR6956926,not collected,WGS,300,20508708300,PRJNA433868,SAMN08887702,Model organism or animal,8824844742,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3899856,HiSeq X Ten,15290,15290,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15290,not collected,SRP132725,missing,2018-04-06T22:52:00Z,1,,,,,
SRR6956927,not collected,WGS,300,17477077500,PRJNA433868,SAMN08887678,Model organism or animal,7575674300,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3899855,HiSeq X Ten,14379,14379,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14379,not collected,SRP132725,missing,2018-04-06T22:46:00Z,1,,,,,
SRR6956928,not collected,WGS,300,16845439500,PRJNA433868,SAMN08887672,Model organism or animal,7133111646,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3899854,HiSeq X Ten,15849,15849,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15849,not collected,SRP132725,missing,2018-04-06T22:43:00Z,1,,,,,
SRR6956929,not collected,WGS,198,12572042780,PRJNA433868,SAMN08887675,Model organism or animal,7950502218,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3899853,Illumina HiSeq 2500,15653,15653,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15653,not collected,SRP132725,missing,2018-04-06T22:40:00Z,1,,,,,
SRR6956930,not collected,WGS,300,18627963000,PRJNA433868,SAMN08887683,Model organism or animal,7720979293,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3899852,HiSeq X Ten,15568,15568,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15568,not collected,SRP132725,missing,2018-04-06T22:46:00Z,1,,,,,
SRR6956931,not collected,WGS,300,41693257200,PRJNA433868,SAMN08887749,Model organism or animal,17381194039,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3899851,HiSeq X Ten,15944,15944,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15944,not collected,SRP132725,missing,2018-04-07T00:15:00Z,1,,,,,
SRR6956932,not collected,WGS,198,11882289532,PRJNA433868,SAMN08887666,Model organism or animal,7442729723,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3899850,Illumina HiSeq 2500,18431,18431,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,18431,not collected,SRP132725,missing,2018-04-06T22:39:00Z,1,,,,,
SRR6956933,not collected,WGS,198,28057199311,PRJNA433868,SAMN08887747,Model organism or animal,17720948109,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3899849,Illumina HiSeq 2500,18866,18866,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,18866,not collected,SRP132725,missing,2018-04-06T23:19:00Z,1,,,,,
SRR6956934,not collected,WGS,300,16436165100,PRJNA433868,SAMN08887668,Model organism or animal,7017577839,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3899848,HiSeq X Ten,12491,12491,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,12491,not collected,SRP132725,missing,2018-04-06T22:45:00Z,1,,,,,
SRR6956935,not collected,WGS,300,35232212700,PRJNA433868,SAMN08887732,Model organism or animal,14370910655,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3899847,HiSeq X Ten,12473,12473,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,12473,not collected,SRP132725,missing,2018-04-06T23:36:00Z,1,,,,,
SRR6956936,not collected,WGS,300,25617675600,PRJNA433868,SAMN08887722,Model organism or animal,11049602352,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3899846,HiSeq X Ten,15846,15846,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15846,not collected,SRP132725,missing,2018-04-06T23:41:00Z,1,,,,,
SRR6956937,not collected,WGS,198,10463378069,PRJNA433868,SAMN08887649,Model organism or animal,6539190739,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX3899845,Illumina HiSeq 2500,17006,17006,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-06T00:00:00Z,17006,not collected,SRP132725,missing,2018-04-06T22:38:00Z,1,,,,,
SRR6956938,not collected,WGS,300,23202149700,PRJNA433868,SAMN08887704,Model organism or animal,9907905993,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3899844,HiSeq X Ten,15274,15274,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15274,not collected,SRP132725,missing,2018-04-06T23:07:00Z,1,,,,,
SRR6956939,not collected,WGS,300,36163337400,PRJNA433868,SAMN08887741,Model organism or animal,15661969020,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3899843,HiSeq X Ten,15824,15824,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15824,not collected,SRP132725,missing,2018-04-06T23:38:00Z,1,,,,,
SRR6956940,not collected,WGS,300,19308487200,PRJNA433868,SAMN08887681,Model organism or animal,7866176544,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX3899842,HiSeq X Ten,15244,15244,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15244,not collected,SRP132725,missing,2018-04-06T22:48:00Z,1,,,,,
SRR6956941,not collected,WGS,300,16865549700,PRJNA433868,SAMN08887674,Model organism or animal,7294407074,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3899841,HiSeq X Ten,15225,15225,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15225,not collected,SRP132725,missing,2018-04-06T22:41:00Z,1,,,,,
SRR7345131,not collected,WGS,300,20599909200,PRJNA433868,SAMN09426521,Model organism or animal,8249175037,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4218880,HiSeq X Ten,19144,19144,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-06-14T00:00:00Z,19144,not collected,SRP132725,missing,2018-06-14T20:15:00Z,1,,,,,
SRR7345132,not collected,WGS,300,20938102800,PRJNA433868,SAMN09426522,Model organism or animal,8776078695,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4218879,HiSeq X Ten,19173,19173,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-06-14T00:00:00Z,19173,not collected,SRP132725,missing,2018-06-14T20:25:00Z,1,,,,,
SRR7345133,not collected,WGS,198,13009720789,PRJNA433868,SAMN09426517,Model organism or animal,9197864395,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4218878,Illumina HiSeq 2500,18789,18789,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-06-14T00:00:00Z,18789,not collected,SRP132725,missing,2018-06-14T21:55:00Z,1,,,,,
SRR7345134,not collected,WGS,300,18895829700,PRJNA433868,SAMN09426518,Model organism or animal,7920930521,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4218877,HiSeq X Ten,18917,18917,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-06-14T00:00:00Z,18917,not collected,SRP132725,missing,2018-06-14T19:46:00Z,1,,,,,
SRR7345135,not collected,WGS,300,20014841400,PRJNA433868,SAMN09426519,Model organism or animal,7903757012,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4218876,HiSeq X Ten,18972,18972,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-06-14T00:00:00Z,18972,not collected,SRP132725,missing,2018-06-14T19:39:00Z,1,,,,,
SRR7345136,not collected,WGS,300,23342049900,PRJNA433868,SAMN09426520,Model organism or animal,9922019994,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX4218875,HiSeq X Ten,18974,18974,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-06-14T00:00:00Z,18974,not collected,SRP132725,missing,2018-06-14T20:45:00Z,1,,,,,
