Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,isolate,Age,BIOMATERIAL_PROVIDER,BioSampleModel,tissue,BREED,COUNTRY,strain,isolation_source,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name
SRR2032631,WGS,2393,391303186,PRJNA54005,SAMN03165176,1647238175,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:47:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032632,WGS,2395,391592568,PRJNA54005,SAMN03165176,1645512942,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:47:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032633,WGS,2632,430411459,PRJNA54005,SAMN03165176,1813189129,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:48:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032634,WGS,3923,641487344,PRJNA54005,SAMN03165176,2598531392,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:50:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032635,WGS,2855,466876110,PRJNA54005,SAMN03165176,1924792651,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:47:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032636,WGS,2425,396569386,PRJNA54005,SAMN03165176,1651574145,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:47:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032637,WGS,3914,639948706,PRJNA54005,SAMN03165176,2605162263,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:49:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032638,WGS,3174,519031296,PRJNA54005,SAMN03165176,2125617854,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:47:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032639,WGS,2739,447857221,PRJNA54005,SAMN03165176,1887901561,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:47:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032640,WGS,1497,244835142,PRJNA54005,SAMN03165176,1029214621,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:48:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032641,WGS,1556,254406287,PRJNA54005,SAMN03165176,1063401205,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:42:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032642,WGS,2483,405931558,PRJNA54005,SAMN03165176,1694970128,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:52:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032643,WGS,1557,254674745,PRJNA54005,SAMN03165176,1069726626,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:42:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032644,WGS,2380,389184911,PRJNA54005,SAMN03165176,1625822006,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:43:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032645,WGS,2252,368256475,PRJNA54005,SAMN03165176,1545815151,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:43:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032646,WGS,1558,254853124,PRJNA54005,SAMN03165176,1054359215,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:42:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032647,WGS,2383,389684191,PRJNA54005,SAMN03165176,1644292980,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:31:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032648,WGS,2765,452152090,PRJNA54005,SAMN03165176,1885164269,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:34:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032649,WGS,2930,479024392,PRJNA54005,SAMN03165176,1972518562,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:32:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032650,WGS,2700,441531034,PRJNA54005,SAMN03165176,1828045275,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:31:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032651,WGS,2390,390840830,PRJNA54005,SAMN03165176,1643489893,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:31:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032652,WGS,2908,475548465,PRJNA54005,SAMN03165176,1965855757,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:34:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032653,WGS,3000,490490718,PRJNA54005,SAMN03165176,2012341603,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:33:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032654,WGS,3068,501645329,PRJNA54005,SAMN03165176,2054847318,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:29:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032655,WGS,2564,419301630,PRJNA54005,SAMN03165176,1745725113,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:38:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032656,WGS,2635,430804516,PRJNA54005,SAMN03165176,1782252812,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:29:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032657,WGS,2611,427000203,PRJNA54005,SAMN03165176,1749292776,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:29:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032658,WGS,3258,532700748,PRJNA54005,SAMN03165176,2109762435,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:20:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032659,WGS,2833,463185157,PRJNA54005,SAMN03165176,1882243080,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:20:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032660,WGS,3397,555436286,PRJNA54005,SAMN03165176,2238872660,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033043,PacBio RS II,PWG_NGTDRG.37522-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:02:00Z,1,PANU.00-37522,male,SRP026666,37522,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032661,WGS,13881,2269402687,PRJNA54005,SAMN03165175,8310907843,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033044,PacBio RS II,PWG_NGTDRG.37521-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:21:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032662,WGS,16379,2677676358,PRJNA54005,SAMN03165175,9578157664,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033044,PacBio RS II,PWG_NGTDRG.37521-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:31:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032663,WGS,8173,1336211043,PRJNA54005,SAMN03165175,5055585161,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033044,PacBio RS II,PWG_NGTDRG.37521-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:10:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032664,WGS,8988,1469438596,PRJNA54005,SAMN03165175,5540387796,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033044,PacBio RS II,PWG_NGTDRG.37521-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:11:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032665,WGS,14428,2358860954,PRJNA54005,SAMN03165175,8602123229,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033044,PacBio RS II,PWG_NGTDRG.37521-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:19:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032666,WGS,16178,2644889778,PRJNA54005,SAMN03165175,9739293130,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033044,PacBio RS II,PWG_NGTDRG.37521-1_1sA,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:27:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032667,WGS,3979,650548545,PRJNA54005,SAMN03165175,2477742173,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:04:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032668,WGS,3984,651426101,PRJNA54005,SAMN03165175,2496268936,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:03:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032669,WGS,2636,431024569,PRJNA54005,SAMN03165175,1733174717,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T12:52:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032670,WGS,3212,525231329,PRJNA54005,SAMN03165175,2065704755,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T12:53:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032671,WGS,16190,2646788511,PRJNA54005,SAMN03165175,9423325263,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:32:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032672,WGS,17422,2848333668,PRJNA54005,SAMN03165175,10144847976,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:17:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032673,WGS,17263,2822250487,PRJNA54005,SAMN03165175,10110026441,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:22:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032674,WGS,14162,2315279464,PRJNA54005,SAMN03165175,8374196516,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:16:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032675,WGS,18214,2977777099,PRJNA54005,SAMN03165175,10463710300,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:53:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032676,WGS,19676,3216782182,PRJNA54005,SAMN03165175,11308798022,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:24:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032677,WGS,5828,952905274,PRJNA54005,SAMN03165175,3542616011,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T12:56:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032678,WGS,13572,2218897038,PRJNA54005,SAMN03165175,8214081014,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:04:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
SRR2032679,WGS,17547,2868697585,PRJNA54005,SAMN03165175,10127371231,BCM,public,"pacbio_native,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1033045,PacBio RS II,PWG_NGTDRG.37521-1_1sB,SINGLE,RANDOM,GENOMIC,Papio anubis,PACBIO_SMRT,2015-05-19T00:00:00Z,2015-05-19T13:16:00Z,1,PANU.00-37521,male,SRP026666,37521,adult,"Laura A. Cox and Jera Pecotte\, Southwest National Primate Research Center",Model organism or animal,blood,not applicable,,not applicable,,,,
