Run,Assay Type,BioProject,BioSample,Center Name,Consent,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Scientific_Name,SRA Study,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Name,Submitter_Id,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,AvgSpotLen,Bases,Bytes,common_name,lat_lon,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),Specimen_voucher,isolate,sub_species,organism,type-material,AssemblyName
ERR10941581,WGS,PRJEB59576,SAMEA14464419,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380890,Illumina NovaSeq 6000,1599AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464419,Cacajao calvus,ERP144627,SAMEA14464419,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0021,PD_0021,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2023-09-23T00:12:00Z,1,302,16720317882,5492929070,Bald Uacari,3.2008 S 67.4226 W,Brazil,South America,Brazil,IDSM00083,JT063,rubicundus,,,
ERR10941582,WGS,PRJEB59576,SAMEA14464419,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380891,Illumina NovaSeq 6000,1599AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464419,Cacajao calvus,ERP144627,SAMEA14464419,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0021,PD_0021,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2023-09-23T00:13:00Z,1,302,16541489790,5452592791,Bald Uacari,3.2008 S 67.4226 W,Brazil,South America,Brazil,IDSM00083,JT063,rubicundus,,,
ERR10941583,WGS,PRJEB59576,SAMEA14464419,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380892,Illumina NovaSeq 6000,1599AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464419,Cacajao calvus,ERP144627,SAMEA14464419,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0021,PD_0021,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2023-09-23T00:08:00Z,1,302,16874634144,5555879407,Bald Uacari,3.2008 S 67.4226 W,Brazil,South America,Brazil,IDSM00083,JT063,rubicundus,,,
ERR10941584,WGS,PRJEB59576,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380893,Illumina NovaSeq 6000,1600AB,PAIRED,RANDOM,GENOMIC,Cacajao ayresi,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464416,Cacajao ayresi,ERP144627,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0022,PD_0022,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2023-09-23T00:18:00Z,1,302,20949050534,6984413403,,0.3857 S 62.9523 W,Brazil,South America,Brazil,INPA7553,CTGAM05667,,,,
ERR10941585,WGS,PRJEB59576,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380894,Illumina NovaSeq 6000,1600AB,PAIRED,RANDOM,GENOMIC,Cacajao ayresi,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464416,Cacajao ayresi,ERP144627,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0022,PD_0022,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2023-09-23T00:16:00Z,1,302,20974030464,6967951376,,0.3857 S 62.9523 W,Brazil,South America,Brazil,INPA7553,CTGAM05667,,,,
ERR10941586,WGS,PRJEB59576,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380895,Illumina NovaSeq 6000,1600AB,PAIRED,RANDOM,GENOMIC,Cacajao ayresi,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464416,Cacajao ayresi,ERP144627,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0022,PD_0022,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2023-09-23T00:20:00Z,1,302,20985852556,6935634987,,0.3857 S 62.9523 W,Brazil,South America,Brazil,INPA7553,CTGAM05667,,,,
ERR10941587,WGS,PRJEB59576,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380896,Illumina NovaSeq 6000,1600AB,PAIRED,RANDOM,GENOMIC,Cacajao ayresi,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464416,Cacajao ayresi,ERP144627,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0022,PD_0022,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2023-10-04T15:26:00Z,1,302,20892159472,6930552013,,0.3857 S 62.9523 W,Brazil,South America,Brazil,INPA7553,CTGAM05667,,,,
ERR10941588,WGS,PRJEB59576,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380897,Illumina NovaSeq 6000,1600AB,PAIRED,RANDOM,GENOMIC,Cacajao ayresi,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464416,Cacajao ayresi,ERP144627,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0022,PD_0022,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2023-10-04T15:08:00Z,1,302,8709927640,2899436130,,0.3857 S 62.9523 W,Brazil,South America,Brazil,INPA7553,CTGAM05667,,,,
ERR10941589,WGS,PRJEB59576,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380898,Illumina NovaSeq 6000,1600AB,PAIRED,RANDOM,GENOMIC,Cacajao ayresi,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464416,Cacajao ayresi,ERP144627,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0022,PD_0022,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2023-09-23T00:05:00Z,1,302,8783702918,2902733662,,0.3857 S 62.9523 W,Brazil,South America,Brazil,INPA7553,CTGAM05667,,,,
ERR10941590,WGS,PRJEB59576,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380899,Illumina NovaSeq 6000,1600AB,PAIRED,RANDOM,GENOMIC,Cacajao ayresi,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464416,Cacajao ayresi,ERP144627,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0022,PD_0022,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2023-09-23T00:07:00Z,1,302,8691949278,2881943974,,0.3857 S 62.9523 W,Brazil,South America,Brazil,INPA7553,CTGAM05667,,,,
ERR10941591,WGS,PRJEB59576,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380900,Illumina NovaSeq 6000,1600AB,PAIRED,RANDOM,GENOMIC,Cacajao ayresi,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464416,Cacajao ayresi,ERP144627,SAMEA14464416,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0022,PD_0022,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2023-09-23T00:04:00Z,1,302,8882006334,2942019487,,0.3857 S 62.9523 W,Brazil,South America,Brazil,INPA7553,CTGAM05667,,,,
ERR10941592,WGS,PRJEB59576,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380901,Illumina NovaSeq 6000,1601AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464420,Cacajao calvus,ERP144627,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0023,PD_0023,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2023-09-23T00:15:00Z,1,302,16436831992,5467613617,Bald Uacari,6.8643 S 70.1958 W,Brazil,South America,Brazil,IDSM03671,FES67,novaesi,,,
ERR10941593,WGS,PRJEB59576,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380902,Illumina NovaSeq 6000,1601AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464420,Cacajao calvus,ERP144627,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0023,PD_0023,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2023-09-23T00:10:00Z,1,302,16511450454,5471924416,Bald Uacari,6.8643 S 70.1958 W,Brazil,South America,Brazil,IDSM03671,FES67,novaesi,,,
ERR10941594,WGS,PRJEB59576,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380903,Illumina NovaSeq 6000,1601AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464420,Cacajao calvus,ERP144627,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0023,PD_0023,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2023-09-23T00:14:00Z,1,302,16419689264,5413464357,Bald Uacari,6.8643 S 70.1958 W,Brazil,South America,Brazil,IDSM03671,FES67,novaesi,,,
ERR10941595,WGS,PRJEB59576,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380904,Illumina NovaSeq 6000,1601AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464420,Cacajao calvus,ERP144627,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0023,PD_0023,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2023-09-23T00:07:00Z,1,302,16351269050,5410660232,Bald Uacari,6.8643 S 70.1958 W,Brazil,South America,Brazil,IDSM03671,FES67,novaesi,,,
ERR10941596,WGS,PRJEB59576,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380905,Illumina NovaSeq 6000,1601AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464420,Cacajao calvus,ERP144627,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0023,PD_0023,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2023-09-23T00:13:00Z,1,302,15014173714,4973258607,Bald Uacari,6.8643 S 70.1958 W,Brazil,South America,Brazil,IDSM03671,FES67,novaesi,,,
ERR10941597,WGS,PRJEB59576,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380906,Illumina NovaSeq 6000,1601AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464420,Cacajao calvus,ERP144627,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0023,PD_0023,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2023-09-23T00:13:00Z,1,302,15114944168,4970899091,Bald Uacari,6.8643 S 70.1958 W,Brazil,South America,Brazil,IDSM03671,FES67,novaesi,,,
ERR10941598,WGS,PRJEB59576,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380907,Illumina NovaSeq 6000,1601AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464420,Cacajao calvus,ERP144627,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0023,PD_0023,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2023-09-23T00:12:00Z,1,302,14976321638,4940588747,Bald Uacari,6.8643 S 70.1958 W,Brazil,South America,Brazil,IDSM03671,FES67,novaesi,,,
ERR10941599,WGS,PRJEB59576,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380908,Illumina NovaSeq 6000,1601AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464420,Cacajao calvus,ERP144627,SAMEA14464420,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0023,PD_0023,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2023-09-23T00:13:00Z,1,302,15277951084,5036068965,Bald Uacari,6.8643 S 70.1958 W,Brazil,South America,Brazil,IDSM03671,FES67,novaesi,,,
ERR10941600,WGS,PRJEB59576,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380909,Illumina NovaSeq 6000,1571AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464421,Cacajao calvus,ERP144627,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0024,PD_0024,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2023-09-23T00:18:00Z,1,302,20165660118,6675467857,Bald Uacari,3.065 S 64.8444 W,Brazil,South America,Brazil,IDSM03677,FES102,calvus,,,
ERR10941601,WGS,PRJEB59576,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380910,Illumina NovaSeq 6000,1571AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464421,Cacajao calvus,ERP144627,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0024,PD_0024,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2023-09-23T00:17:00Z,1,302,20173916194,6652222979,Bald Uacari,3.065 S 64.8444 W,Brazil,South America,Brazil,IDSM03677,FES102,calvus,,,
ERR10941602,WGS,PRJEB59576,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380911,Illumina NovaSeq 6000,1571AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464421,Cacajao calvus,ERP144627,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0024,PD_0024,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2023-09-23T00:21:00Z,1,302,20171193966,6616828078,Bald Uacari,3.065 S 64.8444 W,Brazil,South America,Brazil,IDSM03677,FES102,calvus,,,
ERR10941603,WGS,PRJEB59576,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380912,Illumina NovaSeq 6000,1571AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464421,Cacajao calvus,ERP144627,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0024,PD_0024,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2023-09-23T00:11:00Z,1,302,20111571616,6623306749,Bald Uacari,3.065 S 64.8444 W,Brazil,South America,Brazil,IDSM03677,FES102,calvus,,,
ERR10941604,WGS,PRJEB59576,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380913,Illumina NovaSeq 6000,1571AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464421,Cacajao calvus,ERP144627,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0024,PD_0024,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2023-09-23T00:03:00Z,1,302,9087017524,2998446380,Bald Uacari,3.065 S 64.8444 W,Brazil,South America,Brazil,IDSM03677,FES102,calvus,,,
ERR10941605,WGS,PRJEB59576,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380914,Illumina NovaSeq 6000,1571AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464421,Cacajao calvus,ERP144627,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0024,PD_0024,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2023-09-23T00:02:00Z,1,302,9185622940,3009063578,Bald Uacari,3.065 S 64.8444 W,Brazil,South America,Brazil,IDSM03677,FES102,calvus,,,
ERR10941606,WGS,PRJEB59576,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380915,Illumina NovaSeq 6000,1571AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464421,Cacajao calvus,ERP144627,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0024,PD_0024,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2023-09-23T00:06:00Z,1,302,9050387642,2974368309,Bald Uacari,3.065 S 64.8444 W,Brazil,South America,Brazil,IDSM03677,FES102,calvus,,,
ERR10941607,WGS,PRJEB59576,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380916,Illumina NovaSeq 6000,1571AB,PAIRED,RANDOM,GENOMIC,Cacajao calvus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464421,Cacajao calvus,ERP144627,SAMEA14464421,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0024,PD_0024,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2023-09-23T00:09:00Z,1,302,9269581054,3043685558,Bald Uacari,3.065 S 64.8444 W,Brazil,South America,Brazil,IDSM03677,FES102,calvus,,,
ERR10941608,WGS,PRJEB59576,SAMEA14464382,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380917,Illumina NovaSeq 6000,1602AB,PAIRED,RANDOM,GENOMIC,Alouatta seniculus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464382,Alouatta seniculus,ERP144627,SAMEA14464382,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0025,PD_0025,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2023-09-23T00:12:00Z,1,302,16827418860,5612142445,howler monkey,0.0878 N 66.8222 W,Brazil,South America,Brazil,INPA8497,JPB162,,,,
ERR10941609,WGS,PRJEB59576,SAMEA14464382,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380918,Illumina NovaSeq 6000,1602AB,PAIRED,RANDOM,GENOMIC,Alouatta seniculus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464382,Alouatta seniculus,ERP144627,SAMEA14464382,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0025,PD_0025,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2023-09-23T00:17:00Z,1,302,16319626396,5402672889,howler monkey,0.0878 N 66.8222 W,Brazil,South America,Brazil,INPA8497,JPB162,,,,
ERR10941610,WGS,PRJEB59576,SAMEA14464382,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380919,Illumina NovaSeq 6000,1602AB,PAIRED,RANDOM,GENOMIC,Alouatta seniculus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464382,Alouatta seniculus,ERP144627,SAMEA14464382,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0025,PD_0025,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2023-09-23T00:16:00Z,1,302,16054036422,5294044265,howler monkey,0.0878 N 66.8222 W,Brazil,South America,Brazil,INPA8497,JPB162,,,,
ERR10941611,WGS,PRJEB59576,SAMEA14464382,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380920,Illumina NovaSeq 6000,1602AB,PAIRED,RANDOM,GENOMIC,Alouatta seniculus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464382,Alouatta seniculus,ERP144627,SAMEA14464382,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0025,PD_0025,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2023-09-23T00:13:00Z,1,302,13193943912,4420248760,howler monkey,0.0878 N 66.8222 W,Brazil,South America,Brazil,INPA8497,JPB162,,,,
ERR10941612,WGS,PRJEB59576,SAMEA14464382,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10380921,Illumina NovaSeq 6000,1602AB,PAIRED,RANDOM,GENOMIC,Alouatta seniculus,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464382,Alouatta seniculus,ERP144627,SAMEA14464382,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:36Z,2023-06-01T00:19:36Z,public,PD_0025,PD_0025,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2023-09-23T00:13:00Z,1,302,13058561238,4341768663,howler monkey,0.0878 N 66.8222 W,Brazil,South America,Brazil,INPA8497,JPB162,,,,
